项目编码,受助单位名称,资助金额
110642,四川省儿童少年基金会,2818200
99320,剑阁县教育基金会,120000
99291,剑阁县教育基金会,750000
99386,剑阁县教育基金会,870000
69943,剑阁县教育基金会,110000
64226,四川省妇女发展基金会,200000
64225,四川省妇女发展基金会,340000
64226,四川省妇女发展基金会,500000
64224,四川省妇女发展基金会,1960000
64225,四川省妇女发展基金会,4859000
64217,四川省妇女发展基金会,59477248.5
96527,四川省妇女发展基金会,1512000
105101,四川省妇女发展基金会,18248180
96516,四川省妇女发展基金会,13110000
108059,西藏高山文化发展基金会,90000
92021,云南大益爱心基金会,100000
64039,云南省青少年发展基金会,369600
66094,云南省青少年发展基金会,100000
66318,云南省青少年发展基金会,430000
90297,云南省青少年发展基金会,37000
90298,云南省青少年发展基金会,37500
95383,云南省青少年发展基金会,372000
105885,云南省青少年发展基金会,335000
83516,云南省青少年发展基金会,10686817
106480,云南省青少年发展基金会,
91129,云南省青少年发展基金会,5430000
96887,云南省青少年发展基金会,11920355.1
98622,云南省残疾人福利基金会,1000000
100041,云南省残疾人福利基金会,331600
100053,云南省残疾人福利基金会,475000
69731,云南省残疾人福利基金会,300000
110536,云南省残疾人福利基金会,11000000
110537,云南省残疾人福利基金会,332500
110577,云南省残疾人福利基金会,1996500
110595,云南省残疾人福利基金会,2467035
88489,云南省绿色环境发展基金会,300000
89921,云南省扶贫基金会,5935956.54
82538,云南省扶贫基金会,1520000
82538,云南省扶贫基金会,1560000
82534,云南省扶贫基金会,450000
82534,云南省扶贫基金会,390000
82534,云南省扶贫基金会,480000
119951,云南省扶贫基金会,27000
69731,贵州省残疾人福利基金会,760000
69746,贵州省残疾人福利基金会,175489
69746,贵州省残疾人福利基金会,2180450
69780,贵州省残疾人福利基金会,1400000
99948,贵州省残疾人福利基金会,760000
99982,贵州省残疾人福利基金会,332500
100053,贵州省残疾人福利基金会,950000
110531,贵州省残疾人福利基金会,1270000
89922,贵州省扶贫基金会,831850
105588,贵州省扶贫基金会,831850
82537,贵州省扶贫基金会,1425399.49
96897,贵州省青年创业就业基金会,1380000
68653,贵州省青少年发展基金会,300000
80326,贵州省青少年发展基金会,300000
107461,贵州省青少年发展基金会,
63986,贵州文化薪火乡村发展基金会,3511587.5
109893,贵州文化薪火乡村发展基金会,400000
83802,北京康盟慈善基金会,3939333
107466,北京康盟慈善基金会,
66970,浙江省人民教育基金会,1000000
76374,浙江省爱心事业基金会,375000
69733,浙江省爱心事业基金会,2000000
92765,浙江省爱心事业基金会,1500000
106494,浙江省爱心事业基金会,50000
67860,温州市人民教育基金会,175000
71055,杭州市余杭区老年基金会,85000
64266,上海复旦大学教育发展基金会,204460
96665,上海复旦大学教育发展基金会,379550.2
99337,上海复旦大学教育发展基金会,72000
113165,上海复旦大学教育发展基金会,500000
113161,上海复旦大学教育发展基金会,1000000000
119791,上海复旦大学教育发展基金会,1000000
106392,昆山祥和帮困基金会,763500
100013,都江堰友爱教育基金会,333334
69757,都江堰友爱教育基金会,166667
110547,都江堰友爱教育基金会,333334
98961,四川省志愿服务基金会,1800000
106108,广东省国家安全基金会,5000000
91120,北京民生文化艺术基金会,
90554,江门市五邑侨乡文化基金会,600000
63975,深圳市郑卫宁慈善基金会,1000000
105922,深圳市郑卫宁慈善基金会,2500000
106385,海门文明村爱心基金会,150000
65082,中国绿色碳汇基金会,53500000
96388,中国绿色碳汇基金会,220000
96386,中国绿色碳汇基金会,73183476
65084,中国绿色碳汇基金会,264000
106962,中国绿色碳汇基金会,48489000
106963,中国绿色碳汇基金会,175000
96298,云南省法律援助基金会,500000
87983,四川省关心下一代基金会,180000
64266,北京中央民族大学教育基金会,108000
65675,北京春苗儿童救助基金会,100000
66967,北京春苗儿童救助基金会,3240000
91212,北京春苗儿童救助基金会,400000
92787,北京春苗儿童救助基金会,3000000
102553,北京春苗儿童救助基金会,4618702.75
92737,北京春苗儿童救助基金会,3500000
92759,北京春苗儿童救助基金会,200000
98402,北京春苗儿童救助基金会,1241037.55
80664,北京春苗儿童救助基金会,200000
86289,北京春苗儿童救助基金会,490795.16
121705,北京春苗儿童救助基金会,500000
96047,陈香梅公益基金会,351000
118000,陈香梅公益基金会,140000
118000,陈香梅公益基金会,176000
64130,浙江省阳光教育基金会,144000
104373,建德市老龄事业发展基金会,100000
77639,青海省教育发展基金会,500000
106472,广东省麦田教育基金会,
107217,广东省麦田教育基金会,50000
109047,广东省麦田教育基金会,43700
99316,北京外国语大学教育基金会,300000
107988,北京外国语大学教育基金会,200000
69622,北京乐平公益基金会,2000000
99800,北京乐平公益基金会,3000000
87980,北京乐平公益基金会,1000000
91778,北京乐平公益基金会,1000000
106550,北京乐平公益基金会,1000000
110431,北京乐平公益基金会,3000000
110205,北京乐平公益基金会,1000000
123850,北京乐平公益基金会,1000000
125069,北京乐平公益基金会,
69746,大连市残疾人福利基金会,2772000
110602,大连市残疾人福利基金会,594000
99161,沈阳市残疾人福利基金会,100136
69746,河南省残疾人福利基金会,2281592.5
69767,河南省残疾人福利基金会,4000000
69767,河南省残疾人福利基金会,3685271.88
99949,河南省残疾人福利基金会,1500000
100042,河南省残疾人福利基金会,293007.8
100023,河南省残疾人福利基金会,5000000
100001,河南省残疾人福利基金会,
100079,河南省残疾人福利基金会,
110531,河南省残疾人福利基金会,2340000
64289,华中师范大学教育发展基金会,250000
119397,华中师范大学教育发展基金会,500000
81278,湖北省妇女儿童发展基金会,
113129,湖北省妇女儿童发展基金会,999600
63987,深圳壹基金公益基金会,3500000
65665,深圳壹基金公益基金会,1000000
67068,深圳壹基金公益基金会,5000000
80633,深圳壹基金公益基金会,200000
80742,深圳壹基金公益基金会,2000000
62875,深圳壹基金公益基金会,5000000
80324,深圳壹基金公益基金会,1000000
68936,深圳壹基金公益基金会,400000
90018,深圳壹基金公益基金会,
91316,深圳壹基金公益基金会,1000000
96472,深圳壹基金公益基金会,550000
92714,深圳壹基金公益基金会,1000000
92763,深圳壹基金公益基金会,1000000
92772,深圳壹基金公益基金会,2000000
106470,深圳壹基金公益基金会,
91321,深圳壹基金公益基金会,1000000
106997,深圳壹基金公益基金会,1200000
110443,深圳壹基金公益基金会,1000000
110446,深圳壹基金公益基金会,2291472.38
89010,瀛公益基金会,30000000
64010,广东省环球公益基金会,100000
67311,南京市金陵中学教育发展基金会,2000000
116757,浙江农林大学教育基金会,20000
64889,长沙市志愿服务基金会,900000
112337,河南省儿童希望救助基金会,145000
89592,华中科技大学教育发展基金会,60000
91259,武汉理工大学教育发展基金会,200000
91045,武汉理工大学教育发展基金会,200000
64977,武汉理工大学教育发展基金会,200000
64290,内蒙古师范大学教育发展基金会,120000
96854,内蒙古师范大学教育发展基金会,390000
119398,内蒙古师范大学教育发展基金会,370000
69767,武汉市残疾人福利基金会,4147764.87
100042,武汉市残疾人福利基金会,288007.8
100023,武汉市残疾人福利基金会,
69780,武汉市残疾人福利基金会,2150000
110549,武汉市残疾人福利基金会,3253688.05
110550,武汉市残疾人福利基金会,4110200
110602,武汉市残疾人福利基金会,463700
83719,甘肃妇女儿童发展基金会,1474600
95258,甘肃妇女儿童发展基金会,1867400
96516,甘肃妇女儿童发展基金会,5320000
105102,甘肃妇女儿童发展基金会,7952500
69731,甘肃省残疾人福利基金会,900000
69746,甘肃省残疾人福利基金会,2180450
69746,甘肃省残疾人福利基金会,232750
69746,甘肃省残疾人福利基金会,411200
69767,甘肃省残疾人福利基金会,82581.25
69767,甘肃省残疾人福利基金会,1148320
69767,甘肃省残疾人福利基金会,1909311.61
100001,甘肃省残疾人福利基金会,3212790
100035,甘肃省残疾人福利基金会,1560270.21
100037,甘肃省残疾人福利基金会,130000
100053,甘肃省残疾人福利基金会,1425000
110532,甘肃省残疾人福利基金会,5000000
110541,甘肃省残疾人福利基金会,4691250
110550,甘肃省残疾人福利基金会,5380600
110579,甘肃省残疾人福利基金会,181813.2
83719,青海妇女儿童发展基金会,21857
83719,北京培黎教育基金会,210000
64289,东北师范大学教育基金会,250000
64290,东北师范大学教育基金会,240000
119397,东北师范大学教育基金会,500000
98961,石家庄市志愿服务基金会,442500
65606,北京爱它动物保护公益基金会,500000
89745,北京爱它动物保护公益基金会,
106472,北京爱它动物保护公益基金会,
89965,浙江大学宁波理工学院教育发展基金会,150000
103560,中南大学教育基金会,30000
64400,云南华商公益基金会,400000
110343,云南华商公益基金会,188875
121704,云南华商公益基金会,2000000
92619,北京中央音乐学院教育基金会,5000000
102020,河北进德公益基金会,190000
64202,河北进德公益基金会,1916457.8
69949,贵州省教育发展基金会,12600000
64290,江西师范大学教育发展基金会,120000
119398,江西师范大学教育发展基金会,370000
107452,新疆维吾尔自治区资助教育基金会,
99078,永恒慈善基金会,50000
96663,西北农林科技大学教育发展基金会,3000000
96682,西北农林科技大学教育发展基金会,1500000
112526,海南成美慈善基金会,100000
80873,广东省广州中医药大学教育发展基金会,250000
95227,广东省广州中医药大学教育发展基金会,343375
123472,宁夏吴忠慈善基金会,37582000
104556,常州市教育发展基金会,76450
106838,北京中央美术学院教育发展基金会,2870000
88913,湖南省志愿服务基金会,41400
86155,湖南省志愿服务基金会,52949
98325,湖南省志愿服务基金会,29926
63989,四川桃花源生态保护基金会,3500000
106965,四川桃花源生态保护基金会,9000000
109289,四川桃花源生态保护基金会,3000000
110449,四川桃花源生态保护基金会,3000000
81062,湖北大学教育发展基金会,138752.42
89966,湖北大学教育发展基金会,244058.42
101896,湖北大学教育发展基金会,213880
81082,湖北大学教育发展基金会,100000
64206,湖北大学教育发展基金会,139840
88991,广东省华南师范大学教育发展基金会,20000000
106377,广东省岭南教育慈善基金会,1520000
122050,广东省岭南教育慈善基金会,1280000
119843,浙江千训爱心慈善基金会,729390
99800,广东省君华公益基金会,10000
74398,中华同心温暖工程基金会,6000000
65690,上海仁德基金会,200000
82540,上海仁德基金会,598000
106451,上海仁德基金会,50000
107507,上海思麦公益基金会,300000
112498,杭州师范大学教育基金会,160000
65669,深圳市龙越慈善基金会,100000
90003,深圳市龙越慈善基金会,100000
92787,深圳市龙越慈善基金会,3000000
98329,深圳市龙越慈善基金会,1370000
92716,深圳市龙越慈善基金会,500000
86289,深圳市龙越慈善基金会,1035600
64160,武汉市法律援助基金会,500000
96658,新疆生产建设兵团青少年发展基金会,
64290,重庆西南大学教育基金会,250000
119397,重庆西南大学教育基金会,500000
64289,陕西师范大学教育基金会,250000
91234,陕西师范大学教育基金会,8000000
104883,陕西师范大学教育基金会,1000000
119384,陕西师范大学教育基金会,140000
119387,陕西师范大学教育基金会,190000
119397,陕西师范大学教育基金会,500000
96899,陕西省青少年发展基金会,4250000
83719,贵州省妇女儿童发展基金会,2972800
64224,贵州省妇女儿童发展基金会,21064411
95258,贵州省妇女儿童发展基金会,3707400
105102,贵州省妇女儿童发展基金会,10950361
106466,成都市锦江区社会组织发展基金会,
91318,深圳市南方科技大学教育基金会,1000000
83530,四川广安中学教育发展基金会,56765
69746,广东省残疾人公益基金会,2180450
69746,广东省残疾人公益基金会,895794
100037,广东省残疾人公益基金会,100000
100079,广东省残疾人公益基金会,536000
69767,广东省残疾人公益基金会,488964.62
69780,广东省残疾人公益基金会,1366200
106174,安徽师范大学教育基金会,350000
74402,北京感恩公益基金会,3000000
83530,北京感恩公益基金会,634476
96888,北京感恩公益基金会,110826
77881,东风公益基金会,5000000
77885,东风公益基金会,3000000
105449,东风公益基金会,400000
64027,北京美新路公益基金会,25000
99802,北京美新路公益基金会,433000
116757,温州大学教育发展基金会,20000
89957,乐清市社会组织发展基金会,100000
88336,北京艺美公益基金会,1000000
77734,北京志远功臣关爱基金会,361000
64932,北京艺能爱心基金会,177200
81300,湖北汽车工业学院教育发展基金会,1000000
89492,深圳市红树林湿地保护基金会,200000
106472,深圳市红树林湿地保护基金会,
103964,深圳市红树林湿地保护基金会,1000000
118852,深圳市红树林湿地保护基金会,100000
84899,深圳市TCL公益基金会,162220
88213,北京中央戏剧学院教育发展基金会,250000
103415,北京中央戏剧学院教育发展基金会,250000
106998,北京中央戏剧学院教育发展基金会,250000
109889,北京彩虹桥慈善基金会,280191.43
64040,深圳市远见教育发展基金会,300000
65101,辽宁省沈阳化工大学教育基金会,200000
97494,广东省德耆慈善基金会,18930000
97400,鲁迅文化基金会,600000
106946,鲁迅文化基金会,300000
72567,北京春晖博爱儿童救助公益基金会,
93978,北京春晖博爱儿童救助公益基金会,14020082.5
96474,北京春晖博爱儿童救助公益基金会,510000
66966,北京春晖博爱儿童救助公益基金会,3173907.5
106745,北京春晖博爱儿童救助公益基金会,13327657.5
107000,北京春晖博爱儿童救助公益基金会,430000
87894,北京球爱的天空慈善基金会,262040.75
114557,上海复星公益基金会,1207528
114558,上海复星公益基金会,500000
99291,绵阳市涪城区益生教育基金会,560000
69943,绵阳市涪城区益生教育基金会,460000
99948,西藏自治区残疾人福利基金会,632000
100053,西藏自治区残疾人福利基金会,507984
104882,新疆农业大学教育发展基金会,1000000
65694,北京尚善公益基金会,200000
92787,北京尚善公益基金会,3000000
92718,北京尚善公益基金会,1000000
92799,北京尚善公益基金会,1000000
100023,延安市残疾人福利基金会,1200000
99982,延安市残疾人福利基金会,900000
95350,云南省妇女儿童发展基金会,557000
83721,云南省妇女儿童发展基金会,592363.4
118026,榆林学院教育发展基金会,837810
118028,榆林学院教育发展基金会,340160
100010,武汉市社会组织发展基金会,20000
101910,武汉市社会组织发展基金会,95000
123128,武汉市社会组织发展基金会,20000
110446,深圳市志愿服务基金会,1401911.84
106472,广东省蓝态幸福文化公益基金会,
92747,福建省同心慈善基金会,1000000
92803,福建省同心慈善基金会,500000
92803,福建省同心慈善基金会,500000
106472,福建省同心慈善基金会,
106507,福建省同心慈善基金会,620000
73623,上海视觉艺术学院教育发展基金会,10000000
96435,北京厚德善行慈善基金会,300000
106401,温州医科大学教育发展基金会,300000
89133,青岛农业大学教育发展基金会,50000
83067,青岛农业大学教育发展基金会,150000
96827,长沙市体育发展基金会,250000
65692,广东省财新公益基金会,500000
91892,广东省财新公益基金会,200000
106542,广东省财新公益基金会,
69955,青海省西宁市国开教育公益基金会,328900
99378,青海省西宁市国开教育公益基金会,427000
99351,青海省西宁市国开教育公益基金会,2664000
91417,苏州市教育发展基金会,250000
64196,重庆市武隆县扶贫基金会,600000
99101,辽宁省红十字基金会,5173800
92787,广东省希贤教育基金会,3000000
82541,广东省希贤教育基金会,240000
88490,广东省希贤教育基金会,200000
105885,广东省绿芽乡村妇女发展基金会,
106472,广东省绿芽乡村妇女发展基金会,
109411,广东省绿芽乡村妇女发展基金会,303356
62933,深圳市绿色低碳发展基金会,2000000
92735,福建省正荣公益基金会,1000000
106456,福建省正荣公益基金会,
106472,福建省正荣公益基金会,
96667,重庆大学教育发展基金会,100000
84314,广东省雁洋公益基金会,10000000
63992,深圳市陈一丹公益慈善基金会,1100000
110451,深圳市陈一丹公益慈善基金会,2671847.84
91841,北京荷风艺术基金会,262180.2
64212,北京荷风艺术基金会,70000
111252,北京荷风艺术基金会,
82933,河南省福兴儿童公益基金会,91626.9
105376,北京水墨公益基金会,2000000
92787,北京市永源公益基金会,3000000
99179,北京市永源公益基金会,5000000
92740,北京市永源公益基金会,1000000
92802,北京市永源公益基金会,1000000
106534,北京市永源公益基金会,800000
118732,重庆光彩事业基金会,120000
95416,北京柏年公益基金会,28640
95505,河北省妇女儿童发展基金会,20000
105921,河北省妇女儿童发展基金会,891533
110640,河北省妇女儿童发展基金会,100000
99287,南阳市教育发展基金会,2800000
104189,北京永真公益基金会,500000
92789,北京永真公益基金会,500000
88460,北京永真公益基金会,500000
106518,北京永真公益基金会,1548000
106521,深圳市博雅文化研究基金会,480000
94738,上海洋泾社区公益基金会,200000
96411,21世纪教育研究院,
92744,21世纪教育研究院,1000000
72425, 大自然保护协会,
106173,安徽师范大学,300000
106174,安徽师范大学,109500
110452,安徽师范大学,100000
112684,安庆再芬黄梅艺术剧院,638200
66966,首都医科大学附属北京安贞医院,9436603.67
70035,首都医科大学附属北京安贞医院,1974191.66
99165,首都医科大学附属北京安贞医院,486120.3
102547,首都医科大学附属北京安贞医院,10068887.03
109402,首都医科大学附属北京安贞医院,7951993.49
66679,北京诚信能环科技有限公司,50000
65073,北京大学,1811491.29
91109,北京大学,50000
99209,北京大学,266900
99337,北京大学,72000
99496,北京大学,1049803.6
99866,北京大学,15000
97662,北京大学,
116945,北京大学,100000
125060,北京大学,100000
109888,北京大学人民医院,200000
66771,北京稻香湖投资发展有限责任公司,326000
108487,北京电视台,700000
96679,北京航空航天大学,1088742
123490,北京航空航天大学,1136330
66681,北京交通大学,50000
66681,北京交通大学,22702.38
89159,北京交通大学,10000000
90332,北京交通大学,8000000
106867,北京交通大学,22702.38
108681,北京交通大学,10000000
108682,北京交通大学,100000000
66328,北京京剧院,400000
104154,北京京剧院,200000
104149,北京京剧院,100000
90346,北京科技大学,3120800
125070,北京理工大学,
64660,北京林业大学,150000
66328,北京林业大学,295000
109783,北京林业大学,469190
90026,山水自然保护中心,
110694,北京上造影视文化有限公司,1200000
88391,北京师范大学,333580
96057,北京师范大学,117000
96500,北京师范大学,3000000
107341,北京师范大学,6400
110353,北京师范大学,2450
118442,北京师范大学,453000
98961,北京市海淀区人民政府,900000
97491,北京市华远集团公司,240000
105320,北京四季沐歌太阳能技术集团有限公司,3384630
122683,北京体育大学,400000
86157,北京万国经典书城,1414800
99797,北京小百花文化艺术中心,42000
64221,北汽福田汽车股份有限公司,2086800
99179,北汽福田汽车股份有限公司,9795475
105911,深圳市残友集团控股股份有限公司,900000
90074,深圳市残友集团控股股份有限公司,134558
64254,中国传媒大学,1000000
108223,大连海事大学,200000
67949,大连万达集团股份有限公司,295916
118156,大兴安岭林业集团公司,68446.36
80728,史带财产保险股份有限公司,484350
95343,大自然保护协会,12287341.3
64907,德阳市人民医院,647100
77102,东莞理工学院,119891.32
77100,东莞理工学院,216100
92224,东莞理工学院,41062
92224,东莞理工学院,100000
110453,东莞理工学院,167296
121820,东莞理工学院,2067000
107973,东南大学,130000
107975,对外经济贸易大学,292750
70035,中国医学科学院阜外医院,661886.74
99165,中国医学科学院阜外医院,3309070.87
102547,中国医学科学院阜外医院,6873141.52
109402,中国医学科学院阜外医院,11214110.1
110289,中国医学科学院阜外医院,3918950.52
109888,福建医科大学附属协和医院,197731.85
65759,复旦大学,200000
97007,复旦大学,1000000
99337,复旦大学,72000
113166,复旦大学,95000
74189,甘肃省教育厅,3000000
107965,甘肃省教育厅,6615861
64890,共青团广西壮族自治区委员会,843600
84330,广东工业大学,1000000
109406,广东省人民医院,1155709.69
81924,广东外语外贸大学,2000000
84330,广东外语外贸大学,1000000
108227,广东外语外贸大学,200000
61656,广西民族大学,114431450
89684,广西民族大学,109353
90662,广西民族大学,14916855
104735,广西民族大学,200000
81038,广西师范大学,100000
81082,广西师范大学,
110452,广西师范大学,100000
84330,广州大学,1000000
89593,广州大学,60000
66966,广州军区广州总医院,9684822.88
102547,广州军区广州总医院,7375494.58
109402,广州军区广州总医院,14190659.57
106432,广州市妇女儿童医疗中心,1000000
123257,广州市妇女儿童医疗中心,300000
84330,广州中医药大学,1000000
65321,贵州大学,40000
94882,贵州大学,40000
81038,贵州民族大学,100000
81082,贵州民族大学,
89966,贵州民族大学,100000
110452,贵州民族大学,100000
64289,贵州师范大学,250000
119397,贵州师范大学,500000
64905,中国国家大剧院,150000
99295,国家教育行政学院,875437.5
101700,国家教育行政学院,300000
107970,国家教育行政学院,500000
107971,国家教育行政学院,500000
67948,国家文物局文物出版社,160000
80600,国务院侨务办公室,1250000
110396,国务院侨务办公室,600000
96271,国药控股股份有限公司,10927000
114899,哈尔滨日报报业集团,
106175,哈尔滨师范大学,50000
91212,海南省农垦三亚医院,545803.11
107965,黑龙江省教育厅,4314674
101901,红豆集团,6140972.94
77792,中国红十字会,10000000
63888,中国红十字会,
81038,湖北大学,100000
110452,湖北大学,100000
123726,湖北省妇女联合会,5200000
108229,湖南大学,200000
64290,湖南师范大学,250000
107970,湖南师范大学,280000
119397,湖南师范大学,500000
107971,湖南师范大学,280000
66681,华北电力大学(北京),21000
84330,华南理工大学,1000000
89591,华南理工大学,50000
84330,华南农业大学,1000000
84330,华南师范大学,1000000
99289,华侨大学,3338000
107959,华侨大学,2319000
110350,华侨大学,56000
92079,华中科技大学,500000
92079,华中科技大学,1920000
81845,华中农业大学,100000
81082,华中农业大学,
114184,吉林大学,1500000
114182,吉林大学,30000000
98961,中国共产党济南市委员会,900000
81082,暨南大学,
89966,暨南大学,100000
99289,暨南大学,6453000
107959,暨南大学,7221000
108224,暨南大学,200000
110353,暨南大学,6000
110452,暨南大学,100000
121691,暨南大学,8250000
96405,多伦多大学,4468000
98013,江南大学,3099840
120688,江南大学,1000000
81223,江苏大学,840000
95007,江苏大学,972000
90148,江苏省残疾人联合会,50000
64218,江苏省妇女联合会,5580000
96271,江苏省医药公司,26117000
67167,江西省教育厅,3000000
99294,中华人民共和国教育部,5848971
64219,李宁(中国)体育用品有限公司,12348000
96514,李宁(中国)体育用品有限公司,6960000
71710,美国妈妈联谊会,
71686,美国妈妈联谊会,
71684,美国妈妈联谊会,
71682,美国妈妈联谊会,
71671,美国妈妈联谊会,
71665,美国妈妈联谊会,
71662,美国妈妈联谊会,
71626,美国妈妈联谊会,
63550,美国石氏基金会,
92361,南京大学,1150000
92361,南京大学,4000000
92361,南京大学,2000000
92361,南京大学,5850000
92361,南京大学,9500000
92361,南京大学,2000000
92361,南京大学,5500000
67452,南京工业大学,70000000
81223,南京工业大学,680000
92365,南京工业大学,614000
124810,南京工业大学,180000000
81223,南京理工大学,680000
95125,南京理工大学,500000
81223,南京林业大学,1000000
81845,南京林业大学,129600
95007,南京林业大学,1053000
110350,南京林业大学,63000
81223,南京师范大学,840000
95007,南京师范大学,810000
99347,南京铁道职业技术学院,150000
81223,南京晓庄学院,840000
95007,南京晓庄学院,850000
69004,南京信息工程大学,25000000
69002,南京信息工程大学,10000000
69000,南京信息工程大学,30000000
92561,南京信息工程大学,20000000
81223,南京医科大学,840000
95007,南京医科大学,810000
81223,南京中医药大学,920000
95007,南京中医药大学,1053000
81223,南通大学,840000
95007,南通大学,972000
64656,内蒙古农业大学,274080
64662,内蒙古农业大学,280000
101947,内蒙古农业大学,60000
108492,内蒙古农业大学,169000
64890,共青团内蒙古区委,875640
82533,宁夏回族自治区卫生厅,1967520
79914,欧美同学会,1500000
81082,青岛大学,
101700,青岛市教育局,200000
107708,青海省妇联,1600000
99292,青海省教育厅,3892750
67398,青海省民政厅,1863000
91003,青海省民政厅,1713600
104500,青海省民政厅,10000000
104500,青海省民政厅,10000000
104500,青海省民政厅,10000000
105319,青海省民政厅,4000000
64290,青海师范大学,120000
119398,青海师范大学,370000
64266,清华大学,250000
66672,清华大学,23000
66680,清华大学,56615.16
79479,清华大学,296800000
79485,清华大学,45000000
79491,清华大学,31365348.25
79497,清华大学,21509084.52
79499,清华大学,21119895.5
79533,清华大学,30000000
89590,清华大学,30000
96665,清华大学,375250
97846,清华大学,110880
99337,清华大学,72000
91078,清华大学,21920000
90272,清华大学,45000000
90274,清华大学,81000000
106867,清华大学,23000
106865,清华大学,75000
108313,清华大学,50000000
115753,曲阜师范大学,600000
108215,厦门大学,1000000
81082,山东大学,
99301,山东大学,2300925
99344,山东大学,1000000
107975,山东大学,2906134
64218,山东省妇女联合会,7320000
105100,山东省妇女联合会,8517327
97042,上海财经大学,50000
76398,上海大学,4000000
97042,上海大学,40000
98013,上海大学,3099840
120688,上海大学,1000000
99337,上海交通大学,72000
109888,复旦大学附属儿科医院,483581
109898,复旦大学附属儿科医院,20000
119294,上海市儿童医院,131490.09
97073,复旦大学附属华山医院,72310.86
119294,复旦大学附属华山医院,470000
98453,上海中医药大学,365600
81082,深圳大学,
106017,深圳广播电影电视集团,500000
105907,深圳市残友集团,992736
123973,深圳市残友集团,150000
123979,深圳市残友集团,1420000
80816,深圳市儿童医院,260000
66968,首都医科大学附属北京儿童医院,1909194.82
102556,首都医科大学附属北京儿童医院,5256411.51
108936,首都医科大学附属北京儿童医院,1200000
109406,首都医科大学附属北京儿童医院,4247573.64
109898,首都医科大学附属北京儿童医院,13520
92237,四川大学,100000
66968,四川大学华西第二医院,533884.54
109406,四川大学华西第二医院,756055.78
110310,四川建设发展股份有限公司,15102270
64217,四川省妇女联合会,23173777
64218,四川省妇女联合会,4950000
64225,四川省妇女联合会,4859000
96511,四川省妇女联合会,10110000
105101,四川省妇女联合会,21248180
105102,四川省妇女联合会,2492000
107708,四川省妇女联合会,2476000
107717,四川省妇女联合会,300000
107718,四川省妇女联合会,33058400
70853,四川省精神文明建设办公室,255000
81038,苏州大学,100000
89966,苏州大学,100000
110453,苏州大学,171549.6
89949,台州职业技术学院,150000
99349,同济大学,500000
92236,同济大学,150000
110353,同济大学,11600
94203,中华人民共和国外交部,1000000
95892,微软（中国）有限公司,
64905,中华人民共和国卫生部,7480000
96060,中华人民共和国卫生部,2046451.3
99074,中华人民共和国卫生部,30500000
89959,温州广播电视传媒集团有限公司,2000000
89926,无锡市祥符禅寺,3446703
99347,无锡商业职业技术学院,150000
99347,无锡职业技术学院,195480
113162,武汉大学,2000000
112255,武汉大学,30000
104085,西安交通大学,7550000
87830,西南财经大学,70000
98555,西南大学,714000
118061,西南大学,20000
90483,精进基金有限公司,281311.95
90504,思源基金会,240700.56
93137,新鸿基地产郭氏基金有限公司,
72417,香港长春社,
72415,香港长春社,
72413,香港长春社,
109888,上海交通大学医学院附属新华医院,255000
81223,扬州大学,920000
95007,扬州大学,1053000
95393,阳光社团,5000
81038,云南大学,100000
81082,云南大学,
71665,云南大学,
89966,云南大学,100000
64225,云南省妇女联合会,4759000
96514,云南省妇女联合会,5020200
105102,云南省妇女联合会,4383184.3
107708,云南省妇女联合会,5250000
107713,云南省妇女联合会,2920000
80170,云南省水利厅,2000000
91119,云南省水利厅,2000000
121315,云南省水利厅,2000000
64890,共青团云南省委,843600
91440,长安大学,200000
91441,长安大学,300000
118333,长安大学,200000
118349,长安大学,200000
118342,长安大学,200000
68704,长沙银行股份有限公司,
64129,浙江大学,87300000
104052,浙江大学,130000
102737,浙江工商大学,350000
102748,浙江理工大学,350000
102751,浙江理工大学,1000000
90901,中华人民共和国国家卫生和计划生育委员会,
111291,中国爱乐乐团,1900000
69757,中国残疾人联合会,7400000
69767,中国残疾人联合会,8070531.61
100073,中国残疾人联合会,19500292.42
99997,中国残疾人联合会,8600000
100026,中国残疾人联合会,9717758.39
110539,中国残疾人联合会,2015270.56
110540,中国残疾人联合会,8000000
110573,中国残疾人联合会,23729152.23
106509,中国道教协会,
62883,中国关心下一代工作委员会,4300000
90901,中国光彩事业促进会,
90908,中国国际经济交流中心,30000000
84015,中国国家交响乐团,600000
90842,中国海洋大学,200000
108281,中国海洋大学,200000
91004,中国计划生育协会,8000000
83719,中国建筑第二工程局有限公司,1147817.74
88077,中国科学院,2000000
64160,中华全国律师协会,5945050
107624,中华全国律师协会,5210000
83860,中国美术馆,600000
107346,中国美术馆,185000
108066,中国民航大学,200000
90928,中国青年志愿者协会,100000
99959,中国青年志愿者协会,500000
110924,中国青年志愿者协会,3000000
67925,中国人民大学,34102466.67
91125,中国人民大学,73980000
107265,中国人民大学,13190000
107264,中国人民大学,13000000
107266,中国人民大学,5461000
107267,中国人民大学,8000000
113168,中国人民大学,1000000
103657,清华大学五道口金融学院,2000000
103656,清华大学五道口金融学院,1280000
67164,中国社会工作联合会,103197874
89004,中国社会工作联合会,78143544.4
117293,中国社会工作联合会,90550282.52
69763,中国狮子联会,826556.64
99978,中国狮子联会,680000
92132,中国石油教育学会,
90907,中国艺术研究院,3000000
108065,中国政法大学,180000
108485,中华中医药学会,3545700
64192,中粮集团有限公司,8263106
96491,中民慈善捐助信息中心,2800000
