项目编码,受助单位名称,资助金额
107727,国人城乡（北京）科技发展中心,491400
107727,北京行在人间文化发展中心,536470
107727,公共经济研究会,200000
107762,长春金融高等专科学校,2400000
107762,陕西铜川金融工作办公室,4035652
107754,中国人民银行铜川市支行扶贫领导小组,1450000
107758,北京国璞文化传媒有限公司,800000
109888,中国人民解放军空军总医院,485867.06
107831,北京市北京饭店,200000
107831,北京中智明德文化传播有限公司,108200
107898,国博书画创研中心,395798.28
107895,北京海达宇通科技有限公司,431500
107895,北京富润德斯文化发展有限公司,113003
107970,教育部外资贷款事务中心,5843007
107970,北京教育学院,274500
107971,北京教育学院,274500
107970,郑州市金水区圣非城幼儿园,343000
107971,郑州市金水区圣非城幼儿园,343000
107992,教育部学校规划建设发展中心,5600112
108003,天津中德高等职业技术学校,1200000
108007,北京盛唐联合科技有限公司,200000
108007,北京视创天广告有限公司,436000
108007,北京俊宇江仁文化传播有限公司,487000
108007,北川羌族自治县中科博爱社会工作服务中心,250000
107973,睿泽云涌（北京）体育文化有限公司,3500000
108016,睿泽云涌（北京）体育文化有限公司,3500000
108040,北京城乡商业（集团）股份有限公司,6134
108047,成都国际会议展览中心,40048
108047,中国民航电子客票服务中心,20460
108042,中共中央党校出版社,100000
108042,北京前沿文化中心,57600
108041,北京前沿文化中心,122688
108046,哈佛大学艾什中心,1010527.03
108045,北京如琢广告有限责任公司,80000
108045,北京如琢广告有限责任公司,80000
108053,中国新闻记录电影制片,377358.48
108057,中国民用航空局电教中心,375658.33
108060,中国民用航空局电教中心,48543.69
108058,华韵传媒股份有限公司,1479106.03
108074,亚太森林恢复与可持续管理组织,800000
121492,北京优购文化发展有限公司,639054
108219,皮山县扶贫开发办公室,700000
108222,中国民用航空飞行学院,200000
108225,北京晶彩呈现文化传播有限公司,32000
108318,清华大学基建处苏世民书院大楼建设基金,141838169
108429,贵州鲁班建工（集团）有限公司,400000
108429,贵州省兴仁县大荒坪村,226480
108429,贵阳南明金日商贸行,197200
108429,赤水市交通建筑建材工程有限责任公司,1170000
108429,贵州省同仁市漾头镇茶园山村,170000
108470,双江自治县教育局,221900
108477,香港宣明会,29639.7
108490,板桥畲族乡中心小学,85000
108501,北京宏志中学,100000
108503,安徽省含山县运漕中学,202500
108504,河北沧州青县塔庄小学,75700
108505,山东省单县黄岗镇土山小学,82000
108513,重庆坎镇清水村完全小学,93800
108515,沙县富口中心小学,100000
108518,桔林小学,100000
108519,同心县石狮管委会砚台完全小学,92000
108520,恩德里小学,90000
108522,石台县七都镇第二敬老院,90000
108523,沈阳市叶茂台镇中心小学,90000
108526,巴中市通江县三溪乡小学,30000
108938,北京北辰实业股份有限公司国家会议中心大酒店,709400
108941,北京麦迪卫康品牌管理顾问股份有限公司,16414416
108942,上海闵行行政中心医院,1408000
108944,北京健慈管理咨询服务中心,503000
108945,南京的颂文化传播公司,1802698
109023,《社会与公益》杂志社有限公司深圳分公司,1600000
109043,丽江黄山镇中心校,50000
109046,红河华林武校,50942
109158,全省PAC项目医院,275079.7
109280,内蒙古山水园林,380000
107456,无锡市儿童福利院,137005.39
109319,北京伟智信安科技有限公司,47200
109403,爱佑·一汽大众奥迪上海宝贝之家,3000000
109403,广州市儿童福利院,2082470.8
109404,湖南省残疾人康复研究中心,1464759.3
109411,上海浦东新区蒲公英儿童发展中心,300000
109776,广东财经大学,3509347.95
109776,南昌职业学院,2666000
109877,国家卫计委规财司,17000000
109888,中国人民解放军医院,195000
109888,深圳市妇幼保健院,200195.64
109888,山东医科大学第二附属医院,186053.98
109888,西安市儿童医院,174986.1
109888,南方医科大学珠江医院,237262.08
109889,北京泛亚中视公关策划有限公司,292814
109889,北京泛亚中视公关策划有限公司,292814
109892,济南光彩明天儿童眼科医院有限公司,889020
109892,广州光彩明天儿童眼科医院有限公司,222740
109893,互满爱人与人国际运动联合会,821600
109893,云南省外资扶贫项目管理中心,400000
109909,中国人民政治协商会议云南省委员会办公厅,350100
109906,陕西延川县慈善协会,700000
109923,浙江金华市眼视光预防保健所,203058
109913,武川县第一小学,26340
109913,武川县第五小学,18060
109913,青海达日县特合土乡寄宿制藏文小学,12624
109913,青海省果洛州久治县哇尔依乡藏文寄宿制小学,17136
109913,班玛县马可河相寄宿制小学,10589
109912,得利天（北京）国际文化传播有限公司,80000
109912,北京大燕科技有限公司,76800
109898,北京洪炎凯商贸有限公司,89580
109940,黑龙江省小儿脑性瘫痪防治疗育中心,54187.75
109940,隆化县中医院,13112.93
109939,甘肃省文县第四中学,36500
109939,甘肃省文县第一中学,44500
109939,四川省青川中学校,22800
109939,广西靖西县靖西中学,58500
109939,广西靖西县南坡乡初级中学,26800
109939,靖西县魁圩乡初级中学,24000
109939,广西邢坡县民族初级中学,33200
109939,广西邢坡县龙合乡初级中学,22400
110958,人民数字科技产业有限公司,20000000
110275,北汽福田汽车股份有限公司北京汽车销售分公司,9403470
110275,信宜市人民医院,2600000
110280,康平县人民政府,27306180
110281,高州市第二人民医院,5000000
110283,中国民主建国会贵州省委员会,720000
110296,联合国开发计划署驻华代表处,1000000
110297,深圳市易联通汇科技有限公司,772940
110297,杭州中天模型有限公司,524040
110297,北京嘉源顺兴商贸有限责任公司,362860
110310,核工业西南建设集团有限公司芦山县第二中学及教育培训中心项目部,37408290
110339,防城港市实验高级中学,40250
110339,防城港市实验高级中学,4000
110339,钦州市钦南区学生资助管理中心,10000
110340,定西市安定区高峰学区,23452
110340,定西市安定区高峰学区,30000
110340,定西市安定区高峰学区,23652
110340,卢氏县官坡镇乡村财务服务中心,130000
110448,北京外研壹佳教育咨询有限公司,1000000
110451,中国慈善联合会,1000000
110453,民办南华工商学院,120000
110453,广东理工职业学院,120000
110453,武汉交通职业学院,120000
110453,桂林旅游高等专科学院,120000
110453,重庆建筑工程职业学院,126310
110453,红河学院,168990
110453,广东医学院,177296
110453,云南高级技工学校,184219
110534,北京市东城区西总布小学,200000
110549,巴中市残疾人联合会,2749539.37
110602,巴中市残疾人联合会,687990
110595,阿坝州残疾人联合会,300000
110595,四川省残疾人服务中心,200000
110596,中国残疾人康复协会,1500000
110602,湖北省残疾人福利基金会,508160
110633,新疆新华印刷厂,6650000
110635,北京心系新生命文化传媒有限责任公司,4230000
110644,北京心系新生命文化传媒有限责任公司,3000000
110635,德州经济技术开发区财政局,3500000
110635,中诚公益创投发展促进中心,14145190
110638,中诚公益创投发展促进中心,1080000
110638,北京世纪京仁商贸有限责任公司,2158440
110657,中国地质博物馆,499693.16
110657,沈阳天润园林绿化有限公司,256391.8
110661,云南省红十字会,5419500
110670,北京友盟基业科技发展有限公司,7865000
110688,内蒙古宇航人生态建设发展有限责任公司,976500
110688,徐州月亮湾生态农林发展有限公司,976500
110688,北京博远达园林设计有限公司,1302000
110694,福建闽江河口湿地国家级自然保护区管理处,3285713
110706,上海赛毅基广告有限公司,430000
110706,宁夏神杞农林科技有限责任公司,857450
110706,上海稻城文化传播有限公司,260000
97590,江西广电传播有限公司,2000000
97590,江西壹陆伍科技开发有限公司,5500000
110925,中国志愿服务联合会,1798125
110925,中国志愿服务联合会,88500
110925,中国志愿服务联合会,1420455.2
110925,北京市志愿者联合会,99900
110963,北京和鼎文化艺术发展有限公司,1800000
110964,北京和鼎文化艺术发展有限公司,300000
110963,珠海水源实业有限公司,784000
110963,珠海国泰运通文化传播有限公司,520000
110964,北京市世纪鑫通投资有限公司,600000
110964,北京世纪银通投资有限公司,243000
110771,宁波惠风体育发展有限公司,1500000
108722,北京无限视点影视文化有限公司,550000
111038,宿州市埇桥区乡镇街道,70000
114146,西藏自治区红十字会,1000000
114144,河北省学生资助管理中心,3000000
114621,北京正君文化传媒,100000
119203,青岛天泰温泉谷置业有限公司,105570
119205,青岛日报报业集团,100000
119206,青岛日报报业集团,128000
114078,邵阳市文化艺术基金会,500000
111288,北京财讯文化传媒有限公司,1500000
111289,北京财讯文化传媒有限公司,1000000
111042,北京盛世昆泰文化传媒有限公司,771127
110256,北京糖果儿童关爱中心,50000
110257,河北省易县大龙华乡中心小学,35298.29
110257,吉林省白城市通榆县同发明德小学,32093.43
110257,吉林省通榆县向海蒙古族乡向海学校,29255.29
110259,北京市源头爱好者环境研究所,1346422.39
110259,北京昌平区多元智能环境研究所,310026.4
115319,阿坝藏族羌族自治州慈善总会红原县分会,100000
123259,韶关爱尔眼科医院有限公司,212400
123259,韶关爱尔眼科医院有限公司,326400
123259,韶关爱尔眼科医院有限公司,264000
110215,深圳元远建筑科技发展有限公司,3100000
110206,天水市教育局,150000
110207,海戈蓝豹国际服装（北京）有限公司,95160
110208,开阳县教育局会计核算中心,50000
109531,中辰蓝天环保科技股份有限公司,1377127.52
109532,北京市丰台区园林绿化局丰台花园管理处,529664.43
122664,广州市保利世贸物业管理有限公司,309197
106783,北京世达世纪商贸有限公司,36583
109782,绿源恒通（北京）工程技术有限公司,269932.8
109782,苏州中佰圆商贸有限公司,406035
109782,北京星际元会展有限公司,230000
109786,北京中航华进展览有限公司,2278348
109791,贵阳双星名人商贸有限公司,167900
109791,中粮我买网投资有限公司,184275
109791,美好众光（北京）节能科技有限公司,117000
109779,谱伊姿（北京）建筑装饰工程有限公司,340000
108484,北京市各区县妇女联合,500020
108484,北京盛世传奇广告传媒有限公司,137052
108484,北京盛宝芳印刷技术有限公司,87500
108487,临夏回族自治州工商行政管理局,360000
108493,大兴区妇女联合会,30000
108495,大兴区妇女联合会,150000
108500,中国汽车文化促进会,327800
112228,北京青橙美业文化传播有限公司,27690
112266,觅非播舍助养之家,15837.14
112266,北京俊阳广源商贸有限公司,16000
112278,庆阳市社会福利院,84824.59
112284,北京凯安科技开发有限公司,1000000
112321,北京凯安科技开发有限公司,550000
112296,人卫大厦有限公司,44895
112296,北京天亿彩乐印刷技术有限公司,14548
112313,青岛邮电疗养院,52433
112337,沈阳泰德云数据技术有限公司,110000
111633,江苏省广电有线信息网络股份有限公司,
111634,南京绿叶制药有限公司,
115357,中国社区发展协会,200000
115357,深圳市励德汇展览服务有限公司,750000
115357,深圳市昭华文化传播有限公司,500000
116936,上海阿波罗咨询有限公司,180000
116939,重庆珀纳科技有限责任公司,28060
120983,广东省妇女儿童发展指导中心,1568023
117995,北京社创文化传播有限公司,263336
117995,北京社创文化传播有限公司,263336
117998,北京社创文化传播有限公司,148842
117998,斯坦福大学StanfordUniversity,193267.83
118003,中视艺鑫（北京）国际文化传媒有限公司,150000
118005,北京三七优艾广告传媒有限责任公司,60000
118007,北京三七优艾广告传媒有限责任公司,54000
118013,山西省眼科医院,967600
118014,湖南城步苗族自治县第一民族中学,50000
118016,湖南怀化中方县第一中学,50000
123473,首聚华星（北京）文化发展有限公司,558500
123473,北京河山一局棋文化传播中心,150000
123471,贵州省思南县团县委,32677008.03
123471,神华爱心书屋捐河北地区,61272363.95
123472,新疆医科大学第一附属医院,29988373
123476,国科促创（北京）信息咨询中心,27000
123476,广州蓝晶展览工程有限公司,50000
123476,北京荣景苑图书有限公司,200000
123486,绿之盟文化传媒（北京）有限公司,200000
123474,上海铁路印刷有限公司,982336
123487,读者出版传媒股份有限公司,126879
123477,北京雪青松旅游信息咨询有限公司,3774013
123491,求索音像出版社,300000
123491,国家行政学院经济学教研部,400000
123478,北京宏成万千商贸有限公司,50000
123478,北京青木印象文化传媒工作室（有限合伙）,76000
123478,北京优人众合文化传媒有限公司,106000
123480,《生命时报》社,3564802.4
123490,凯旋得胜（北京）科技有限公司,500000
123490,青岛宏图教育交流有限公司,1233034
118065,吉林省教育科学研究院,2000000
118065,吉林市昌邑区教育局,1500000
118065,黑龙江肇东市教体局,1500000
118065,坊子区教育局,1000000
118065,山东省滨州市教育局,1000000
118065,郑州航空港经济综合实验区实验小学,800000
118065,山东省章丘市教育体育局,800000
118062,北京中天信诺企业管理有限公司,328000
118052,赣州市南康区天利儿童康复中心,100000
118071,北京海昌东方科贸有限公司,18000
118071,北京中视色彩印刷技术有限公司,72000
118061,安徽省残疾人康复研究中心,50000
118061,安顺学院,20000
118061,浙江师范大学杭州校区,20000
118061,邯郸学院,40000
118061,滨州医学院,40000
118061,天津体育学院,20000
118061,郑州师范学院,20000
118056,陕西教育报刊社,100000
118056,中教文创（北京）教育科技研究院,396288
118056,中教文创（北京）教育科技研究院,109460
118073,北京华文太极广告策划有限公司,171018
118189,昭通市民政局,181800
118191,江西省赣中旅国际旅行社有限公司,599563.3
118427,湖南沅陵县,6000000
118426,湖南安化县,5900000
114187,吉林省吉广国际广告股份有限公司,169000
121511,北京开平世纪投资管理有限公司,2935143
112681,安徽大学黄梅剧艺术研究中心,
112685,上海师范大学谢晋影视艺术学院,
112686,黄梅戏艺术传承委员会,296000
112706,北京新阳光慈善协会,
112708,安徽省石台县红石小学,500000
121097,北京合祥雕塑艺术有限公司,125000
121099,中协物业管理有限公司,19204
112717,六安市新安中学,200000
112718,联卓村幼儿园,480000
112721,乾通易,3700000
118739,璧山区妇女联合会,250000
118739,垫江县妇女联合会,170000
118739,重庆市万盛经济开发区妇女联合会,130000
118739,奉节县妇女联合会,360000
118739,开县妇女联合会,220000
118739,潼南区妇女联合会,220000
118739,永川区妇女联合会,230000
118739,合川区妇女联合会,260000
118735,重庆奥创办公设备有限公司,230000
107025,玉树州囊谦县吉曲乡中心寄宿学校,28532.04
118466,巴南区双河口镇,300000
112102,南通铁人运动用品有限公司,821470
113128,十堰市林业局,1500000
121309,宁夏回族自治区慈善总会,4000000
121310,广西壮族自治区慈善总会,9200000
121324,北京市慢性病管理协会,2000000
121326,北京元上都影视文化传播有限公司,1000000
121328,贵州安顺市人民医院,1800000
121329,北京绿道科创投资咨询有限公司,340000
121330,北京天道和元科技有限公司,400000
119954,上海杨浦区乐益社区发展中心,30000
119954,上海颜泽社会工作发展中心,22322
121428,赤峰市残疾人联合会,1476031.13
121493,北京京演鑫林国际文化有限公司,129000
121493,真诚沟通（北京）文化传播有限公司,80000
121492,一展天下（北京）国际会展有限公司,8300000
121492,保昌国际货运有限公司,344603
121492,《TCHKOHTAKT》,793820.31
121492,创意工坊（北京）文化科技有限公司,1324648.92
119745,浙江朱炳仁铜雕艺术文化有限公司,600000
111165,福州市计划生育协会,
111166,福州市计划生育协会,
111167,福州市计划生育协会,
111168,福州市计划生育协会,
111170,福州市计划生育协会,
111171,福州市计划生育协会,
111172,福州市计划生育协会,
118154,左云县林业局,210000
118157,建宁县林业建设投资公司,20000
118155,达华工程管理（集团）有限公司,597063.6
118155,北京思创建设监理有限责任公司,276300
118154,浑源县林业局,210000
118154,太原市迎泽区财政局,210000
118154,山西省阳高县林业局,210000
118154,石楼县财政局,190000
118154,娄烦县林业局,190000
118154,阳泉市林业局,190000
118154,保德县林业局,380000
118154,沁源县林业局,260000
118154,潞城市财政局,148000
98736,四川苏宁云商销售有限公司,839720
98705,四川人民出版社,1884075.13
118162,海口大自然艺术工程公司,204700
118161,海南省林业科学研究所,89544
118161,海南香柏景观工程有限公司,1492558.5
118161,北京建友工程造价咨询有限公司海南分公司,8955
118163,北京森旅航空服务中心,25650.8
118164,临安聚汇林业计测与规划设计室,90000
118165,州市海绎文化传播有限公司,15000
118165,河源市阳光绿宝实业有限公司,35110
118165,龙川县欣欣广告礼仪装饰有限公司,70235
118165,中国林业科学研究院林业科技信息研究所,20000
118166,universityofBritishColumbia,140175
118167,永安市林业局,18000
118167,厦门自由行航空服务有限公司,10420
118167,永安市森茂伐区调查设计有限公司,32100
118167,长安市宇恒广告传媒经营部,24210
118167,永安市文峰企划工作室,22911
118167,永安市康燕印刷厂,25900
118168,北京兴博旅投资规划设计院有限公司,181620
118168,北京八达岭世界葡萄博览中心,10000
118169,张家口崇礼区绿园绿化工程有限公司,1503891.98
118169,北京天意绿野园林工程有限公司,2274183.9
118170,兰考县玉兰绿化苗木有限公司,82623
121570,北京北润星投资咨询有限责任公司,450000
121571,中国城郊经济研究会,450000
121575,北京能通租赁公司,350000
121576,北京能通租赁公司,370000
113448,陆川县中学,500000
113452,陆川县中学,2724
113451,陆川县大桥一中,
113451,大桥镇二中,
113451,大桥镇中心学校,
113453,柳邕三小,3000
119293,上海龙跃数码科技有限公司,6253
119295,上海净宁餐饮有限公司,27804
119295,东阳中国木雕城宪坝工艺品店,28960
119295,悠品农业科技（上海）有限公司,20156
119298,上海美瀚商务咨询有限公司,28393
116472,玉龙县林业局,398183.2
112517,中国女子足球队,1000000
113568,习水大湾小学,
113568,长顺好花红小学,
115318,四川省肌体伤残康复中心,95000
121702,陕西普施信息工程有限公司,475000
121702,西安新希望信息工程有限公司,475200
121702,陕西星际电子科技发展有限责任公司,449800
121702,陕西吴起县长城镇财务服务中,600000
121704,贵州黔西南布依族苗族自治州财政局,800000
121706,信兆信息服务（北京）有限公司,287000
121706,幸福树艺栈投资管理（北京）有限公司,255400
121707,福建松溪县财政局,6000000
121707,福建松溪县财政局,4000000
121707,石狮市永宁镇财政所,3000000
121708,中侨佳信文化集团有限公司,514700
117197,渭南妇联,720000
117197,咸阳妇联,1070000
117197,西安妇联,720000
117197,宝鸡妇联,1000000
117197,商洛妇联,620000
117197,安康妇联,540000
117197,榆林妇联,900000
117197,延安妇联,660000
117197,汉中妇联,840000
111389,龙湖中学,90000
113676,硐口童趣园,7200
113680,镇宁县扁担乡中心校,74400
113679,扁担乡民族中学,32200
113686,焦家童趣园,600
112648,资阳市明泰科技有限公司,72700
112643,雁江区祥符镇二湾村小,55840
112643,雁江区东峰镇大腰小学,75790
112643,乐至县中天九义校,80900
112643,乐至县龙门乡中心小学,67990
112643,雁江区保和镇陶氏化学希望小学,66490
112643,简阳董家埂九义校,73450
112643,简阳宏缘九义校,69900
121782,华夏时代（北京）广告传媒有限公司,5432000
121786,晋江市安海镇溪边健康农业合作社,10021521
122664,深圳市凯利胜广告有限公司,295552.8
122664,深圳市文凤广告有限公司,320000
122683,深圳市文凤广告有限公司,320000
122664,中国共产主义青年团广州市团校,363805
122683,广州劲业展览设计有限公司,360000
121168,江苏省医药有限公司国药商场,24059000
121168,国药控股广州有限公司,8673000
121170,国药控股广州有限公司,3124647.68
121168,杭州全德堂药房有限公司,5292000
121170,北京医保全新大药房有限责任公司安定门店,3294213.44
121170,济南润生新药特药大药房有限公司,2339137.92
121171,北京众协阳光大药房有限公司,7691029.32
121171,广州博济康之选医药连锁有限公司康之选分店,5963585.94
121171,沈阳麦若可药房有限公司,4513922.4
114313,河北省民盟医疗委,
114316,河北中医肝病医院,
114318,廊坊红十字会,
114318,邯郸红十字会,
114322,廊坊汽车城,
114326,石家庄市红十字会,
114326,沧州市红十字会,
114328,衡水心血管病医院（普通合伙）,
122718,中国国旅（广东）国际旅行社股份有限公司,217312.5
122718,中国国旅（广东）国际旅行社股份有限公司,110000
122718,中国国旅（广东）国际旅行社股份有限公司,112000
122717,广州启宁信息科技有限公司,160000
122718,潘毅莲,100000
118640,郑州中华之预案与嵩山文明研究会,950000
122923,从化市江埔街锦一村民委员会,75600
122924,北京市春天礼童心园特教幼儿园,40000
122925,龙门县永汉镇上埔村民委员会,50000
122926,龙门县龙华镇财政所,10000
118603,杭州日报传媒有限公司,126008
118607,黄岩北洋瑞岩寺,306900
123286,顾炜伊,39999.96
123288,王会仙,56291
123290,揭阳市榕城区教育局,300000
118552,浙江省丽水市庆元县教育局,56231
118542,庆元县会计核算教育分中心,236140
123257,广东省第二人民医院,476529.02
123389,乐昌市廊田镇中心小学,130000
123356,黄爱珍,462796
116767,杭州江干区慈善总会,400000
116757,瑞安市红十字会,20000
122306,河源市利源镇政府,1810352
122306,河源市紫金县凤安镇政府,347900
122306,寻乌县林业局,300000
116727,杭州贝乐文化传播有限公司,138000
116717,心声影视传播（上海）有限公司,8000000
118435,杭州师范大学马云教育基金会,5000000
118442,浙江省国际合作旅行社有限公司,90000
122216,广东省始兴县教育局,109200
122219,惠州卫生职业技术学院,500000
115507,武清区教育局,1032000
113914,伊通满族自治县二道镇中心小学,200000
113911,兴保希望小学,
122120,广府文化教育慈善专项基金,520000
118390,浙江大学馥莉食品研究院,294300
118392,浙江大学馥莉食品研究院,270000
121928,汕头市三凌市政建设有限公司,5012214.64
116583,长沙展嘉文化传播有限公司,135900
121874,山西省河曲县巡镇中学校,112000
121870,新疆塔城市团委,60000
111312,兰州凤林渡文化传播有限公司,10630
111313,兰州凤林渡文化传播有限公司,9165
111314,兰州凤林渡文化传播有限公司,14500
114080,湖南省群众文化学会声乐专业委员会,60000
114084,湖南舞台美术学会,60000
114086,常德汉剧高腔保护中心,1000000
114090,湖南省关心下一代工作委员会,200000
121819,东莞理工学院校友会,435092.08
118055,云南省昆明市女子中学,346600
118055,沾益县妇女联合会,240000
118055,保山市妇女联合会,328000
118055,大理南涧县妇女联合会,280000
118055,怒江州妇女联合会,280000
118055,南涧县妇女联合会,400000
118059,昆明春晓图书经贸有限公司,120000
118060,会泽县妇女联合会,100000
118060,临沧市临翔妇女联合会,110000
117124,鄂尔多斯市非税收入征收管理局,100000
114562,都兰县民政局,2800000
117000,西昌华源国际旅行社有限公司,77429
123127,长沙民院殡仪学院,20000
122248,国家智库综合开发研究院,500000
122249,国家智库综合开发研究院,320000
122250,杨柏,80000
117576,温州文达文化传媒有限公司,6400
117576,温州市瓯海茶山年丰文具店,2773
117570,温州蓝梦广告设计有限公司,32123
117570,温州大学大学生艺术团,20000
111784,南昌市慈善总会,200000
123571,龙井市业余体育学校,81700
123571,汪清县青少年业余体校,81700
123571,珲春市青少年业余体育学校,81700
123571,延边体育运动学校,81700
123571,图们市青少年业余体育学校,81700
123571,柳河县少年儿童体育学校,81700
123571,白山市少年儿童业余体育学校,81700
123571,临江市业余体育学校,81700
123571,靖宇县青少年业余体校,81700
123571,通化县业余体校,63190
123571,通化市射击运动管理中心,63190
123688,香港救助儿童会,5357835
123688,陕西复源汇性别发展培训中心,2469653.32
123688,深圳建深商贸有限公司,1558740
123689,宁波音王集团有限公司,1556947
123692,宁波音王集团有限公司,1649753
123690,鲁甸县教育局,9000000
123690,会泽县民政局,1800000
123692,浙江飞友康体设备有限公司,2585880
123692,广州欢乐岛康体设备有限公司,2148660
120700,上海璟安文化传播有限公司,255750
120700,上海星门文化传媒有限公司,100000
120700,上海星门文化传媒有限公司,76000
120700,中国金融信息技术中心（上海）有限公司,100000
120700,上海捷意广告制作有限公司,63600
120703,上海外国语大学附属外国语学校,892727
116176,共青团攀枝花市西区委员会,30000
116176,共青团攀枝花市仁和区委员会,30000
116176,共青团攀枝花市米易县委员会,30000
116176,米易县普威镇财政所,10000
116176,米易县麻陇乡财政所,10000
116176,米易县白坡彝族乡人民政府,10000
116176,米易县攀莲镇财政所,10000
116176,米易县新山傈僳族乡财政所,10000
116189,攀枝花市残疾人联合会,459476
123618,简阳市石板镇中心幼儿园,80000
123617,资阳市雁江区小院镇同心九义校,20000
123615,简阳市清风乡付家坪九义校,10000
123614,简阳市镇金镇中心小学,10000
123612,简阳市玉成乡九年义务教育学校,150000
116375,云南秘境印堂营销策划有限公司,
116375,缅甸南坎华侨会,
116380,昆明市西山区实验中学,100000
116381,怒江州侨联,100000
116394,云南润视荣光影业制作有限公司,1000000
116401,巧家县人民政府,1000000
116402,云南省昭通市中医医院,100000
116376,鹤庆县教育局,140000
123726,新疆维吾尔自治区妇女联合会,8560000
123726,内蒙古自治区妇女联合会,5880000
123854,北京市第二十五中学,200000
123837,鹦哥岭保护站,1180000
123946,海南残服爱心创业管理有限公司,888490
123982,中国生命关怀协会,200000
124746,泰兴市卫生局,6651500
124746,江阴市卫生局,8145000
124746,靖江市卫生局,6499200
124748,江阴老年大学,1000000
124748,中共泰兴市委老干部局,500000
124765,东台市实验中学,100
124765,东台市创新中学,100
124764,东台光正眼科医院,445014.53
124763,东台市广播电视台,1400000
124888,青海玉树州曲麻莱县约改镇寄宿制小学,
125048,韶关学校小学部,
125049,海口市琼山区云龙镇人民政府,
125064,北京文畅智悦文化有限公司,80000
125072,博罗县杨村镇财政管理所,
125065,深圳市大熊影视科技有限公司,432600
125065,北京忆熊文化传媒有限公司,513000
125065,北京微梦创科网络技术有限公司,3000000
125241,华美优品（北京）贸易有限公司,160000
65662,北京恩玖非营利组织发展研究中心,500000
69622,北京恩玖非营利组织发展研究中心,1000000
96493,北京恩玖非营利组织发展研究中心,1000000
92734,北京恩玖非营利组织发展研究中心,2000000
76350,北京恩玖非营利组织发展研究中心,500000
99801,北京恩玖非营利组织发展研究中心,100000
106315,北京恩玖非营利组织发展研究中心,500000
106321,北京恩玖非营利组织发展研究中心,200000
106322,北京恩玖非营利组织发展研究中心,250000
106323,北京恩玖非营利组织发展研究中心,150000
106324,北京恩玖非营利组织发展研究中心,1000000
106325,北京恩玖非营利组织发展研究中心,80000
106326,北京恩玖非营利组织发展研究中心,50000
106327,北京恩玖非营利组织发展研究中心,280000
106328,北京恩玖非营利组织发展研究中心,10000
106329,北京恩玖非营利组织发展研究中心,250000
106330,北京恩玖非营利组织发展研究中心,150000
106331,北京恩玖非营利组织发展研究中心,800000
97643,北京恩玖非营利组织发展研究中心,500000
106332,北京恩玖非营利组织发展研究中心,100000
106333,北京恩玖非营利组织发展研究中心,80000
106334,北京恩玖非营利组织发展研究中心,150000
106335,北京恩玖非营利组织发展研究中心,100000
106453,北京恩玖非营利组织发展研究中心,80000
106983,北京恩玖非营利组织发展研究中心,1000000
106984,北京恩玖非营利组织发展研究中心,100000
125773,盐城中学,100000
125992,University of Southern California,1605075
126303,宿迁市医疗卫生事业投资管理中心,1000000
126318,德敦佛学院,2288500
82878,广西光彩事业促进会,100000
90735,广西安琪之家康复研究中心,6000
90738,广西女企业家协会,36000
90732,广西女企业家协会,7000
91320,碌曲县西仓寺院藏医院,3300000
90739,广西女商会,22000
106519,海口市蓝湾社区服务中心,120000
106504,兰州文化行者文化交流中心,90000
110204,海南亚洲公益研究院,19376978.24
105770,海南省社会组织促进会,5000
105319,甘肃伊山伊水环境与社会发展中心,1595725.4
64224,甘肃省妇女联合会,2047000
105100,甘肃省妇女联合会,7516800
105102,甘肃省妇女联合会,3194500
107708,甘肃省妇女联合会,2632200
123726,甘肃省妇女联合会,5040000
64890,甘肃省青年志愿者协会,882000
107727,连城县培田客家文化交流中心,240000
63986,黎平筑梦新乡村公益发展中心,5815000
91315,黎平筑梦新乡村公益发展中心,6500000
110441,黎平筑梦新乡村公益发展中心,2700000
64125,龙海市红十字会,1000000
98961,三明市社会志愿者协会,132750
87726,莆田市湄洲妈祖祖庙董事会,13680000
87726,莆田贤良港天后祖祠董事会,14400000
83413,厦门市翔安区同心儿童院,109000
97313,平潭县比干文化研究会,130000
105586,福州市闽侯善恩园,387153
96443,北京太极禅院,10000000
106971,北京太极禅院,2000000
97868,北京中间美术馆,2630800
106530,北京农禾之家咨询服务中心,180000
107728,北京农禾之家咨询服务中心,687700
115361,北京农禾之家咨询服务中心,50000
87755,北京民生财富研修学院,20000000
100135,北京芳华社会工作服务发展中心,50000
110345,北京爱稀客肺动脉高压罕见病关爱中心,30000
83884,北京今日美术馆,52506
107345,北京今日美术馆,382000
106972,北京慈幼儿童福利研究中心,1000000
123862,北京慈益文化传播中心,2000000
65656,北京瓷娃娃罕见病关爱中心,150000
92767,北京瓷娃娃罕见病关爱中心,700000
99801,北京瓷娃娃罕见病关爱中心,37000
99801,北京瓷娃娃罕见病关爱中心,177900
106545,北京瓷娃娃罕见病关爱中心,
107162,北京互联社会组织资源中心,132379
87754,北京民生现代美术馆,51550000
88736,北京民生现代美术馆,10000000
99575,北京民生现代美术馆,28000000
106944,北京民生现代美术馆,37000000
116940,北京民生现代美术馆,300000
89070,北京国民经济研究所,200000
121593,北京国民经济研究所,850000
92783,北京十方缘老人心灵呵护中心,100000
106535,北京爱力重症肌无力罕见病关爱中心,100000
109791,北京市红丹丹视障文化服务中心,529886.71
106532,北京市倍能公益组织能力建设与评估中心,119000
